county,fac_no,fac_name,fac_addr,audittype,userclass,deadline_start_date,deadline_end_date,waste_no,waste_name,waste_source,reu_purp_notes,waste_reu_value,totalqty_unit
新北市,F0710201,樹林聯安營建廢棄物資源再利用處理場,(238)新北市樹林區圳生段一七八、一七九、一八○、一八一及二一五號,公告/附表,內政部(營造業),20230922,20280922,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地及道路工程級配料,29200,公噸/月
新北市,F0710201,樹林聯安營建廢棄物資源再利用處理場,(238)新北市樹林區圳生段一七八、一七九、一八○、一八一及二一五號,公告/附表,內政部(營造業),20230922,20280922,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地材料,29200,公噸/月
新北市,F0710201,樹林聯安營建廢棄物資源再利用處理場,(238)新北市樹林區圳生段一七八、一七九、一八○、一八一及二一五號,公告/附表,內政部(營造業),20230922,20280922,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",骨材及建材原料,29200,公噸/月
嘉義縣,Q69A6568,國宇建材股份有限公司,(621)嘉義縣民雄鄉北斗村中山路五○號,公告/附表,內政部(營造業),20250915,20280915,R-0412,廢高壓蒸氣養護輕質氣泡混凝土磚、廢高壓蒸氣養護輕質氣泡混凝土嵌板,公告可直接再利用：事業施工（不包含拆除工程）裁切產生之廢高壓蒸氣養護輕質氣泡混凝土磚、廢高壓蒸氣養護輕質氣泡混凝土嵌板之邊料或下腳料。但依相關法規認定為有害事業廢棄物者，不適用之。(內政部(營造業)),高壓蒸氣養護輕質氣泡混凝土磚製品,411,公噸/月
嘉義縣,Q69A6568,國宇建材股份有限公司,(621)嘉義縣民雄鄉北斗村中山路五○號,公告/附表,內政部(營造業),20250915,20280915,R-1106,燃煤飛灰,事業以煤為單一燃料之鍋爐、混燒百分之五(重量比)以下廢棄物衍生燃料或生質燃料之燃煤發電鍋爐或混燒百分之十（重量比）以下木質顆粒（符合固態生質燃料－燃料規範與等級－第2部：分級木質顆粒之燃料規範）之燃煤電廠發電鍋爐產生之飛灰或底灰(經濟部),混凝土（地）磚原料,1050,公噸/月
屏東縣,T55A1612,恆興農產,(911)屏東縣竹田鄉六巷村溪邊一○巷一○號,公告/附表,內政部(營造業),20230113,20280113,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,80,公噸/月
新竹縣,J56A2936,原森綠能科技股份有限公司,(306)新竹縣關西鎮東光里暗潭一八之三號,公告/附表,內政部(營造業),20240418,20290418,R-0701,廢木材,公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),燃料原料,500,公噸/月
苗栗縣,K7102272,惠普股份有限公司國浦廠,(350)苗栗縣竹南鎮公館里六八號,公告/附表,內政部(營造業),20240318,20290318,R-0410,廢水泥板、廢纖維水泥板、廢纖維強化水泥板（含廢矽酸鈣板）,公告可直接再利用：事業施工（不包含拆除工程）裁切產生之邊料或下腳料。但依相關法規認定為有害事業廢棄物者，不適用之。(內政部(營造業)),矽酸鈣板之填料,300,公噸/月
苗栗縣,K7102272,惠普股份有限公司國浦廠,(350)苗栗縣竹南鎮公館里六八號,公告/附表,內政部(營造業),20240318,20290318,R-0904,漿紙污泥,"公告可直接再利用；紙漿、紙及紙製品製造業在廢水處理設備產生之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",纖維水泥板原料,300,公噸/月
苗栗縣,K7102272,惠普股份有限公司國浦廠,(350)苗栗縣竹南鎮公館里六八號,公告/附表,內政部(營造業),20240318,20290318,R-0907,石材礦泥,"石材製品製造業在廢水沉澱處理設備所產生之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",水泥板原料,2400,公噸/月
苗栗縣,K7102272,惠普股份有限公司國浦廠,(350)苗栗縣竹南鎮公館里六八號,公告/附表,內政部(營造業),20240318,20290318,R-0911,石英磚研磨污泥,耐火、黏土建材及其他陶瓷製品製造業在石英磚製程所產生廢水在廢水處理設備產生之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),纖維水泥板原料,2400,公噸/月
苗栗縣,K7102272,惠普股份有限公司國浦廠,(350)苗栗縣竹南鎮公館里六八號,公告/附表,內政部(營造業),20240318,20290318,R-1106,燃煤飛灰,事業以煤為單一燃料之鍋爐、混燒百分之五(重量比)以下廢棄物衍生燃料或生質燃料之燃煤發電鍋爐或混燒百分之十（重量比）以下木質顆粒（符合固態生質燃料－燃料規範與等級－第2部：分級木質顆粒之燃料規範）之燃煤電廠發電鍋爐產生之飛灰或底灰(經濟部),水泥板原料,2400,公噸/月
苗栗縣,K7102272,惠普股份有限公司國浦廠,(350)苗栗縣竹南鎮公館里六八號,公告/附表,內政部(營造業),20240318,20290318,R-1402,廢沸石觸媒,"公告可直接再利用：石油及煤製品製造業在觸媒裂解製程【重油轉化工場（Residue Fluidized Catalytic Cracking，RFCC）、重油轉化工場（Residue Oil Cracking，ROC）、流動媒床觸媒裂解工場（Fluidized Catalytic Cracking，FCC）】或重油觸媒裂解製程（Residue Catalytic Cracking，RCC）產生之失效觸媒【主要成份：三氧化二鋁（Al2O3）及二氧化矽（SiO2）】。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部)",水泥板原料,1500,公噸/月
雲林縣,P55A1105,晉滕實業有限公司,(643)雲林縣林內鄉林北村新光路二○五號,公告/附表,內政部(營造業),20260106,20310106,R-0701,廢木材,"公告可直接再利用：事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(通傳會) 公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(通傳會逕依經濟部,經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業),通傳會逕依內政部(營造業)) 事業產生之廢木材（板、屑）(通傳會逕依交通部)",燃料原料,6000,公噸/月
高雄市,E1604807,宗嘉綠能科技股份有限公司,(820)高雄市岡山區前峰路二九○號,公告/附表,內政部(營造業),20230714,20280714,R-0201,廢塑膠,"事業產生之廢塑膠。但依相關法規認定為有害事業廢棄物或醫療用廢塑膠（點滴輸注液容器、輸液導管、廢針筒、廢藥水桶）者，不適用之。(共通性) 事業產生之廢塑膠(容器、瓶、罐、杯、醫療點滴輸注液容器、醫療輸液導管、經滅菌後不含針頭之醫療廢針筒、醫療廢藥水桶之廢塑膠)，但依相關法規認定為有害事業廢棄物者，不適用之。(交通部逕依衛福部(醫療業))","固體再生燃料（Solid Recovered Fuels，簡稱SRF）原料",2000,公噸/月
高雄市,E1604807,宗嘉綠能科技股份有限公司,(820)高雄市岡山區前峰路二九○號,公告/附表,內政部(營造業),20230714,20280714,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(交通部逕依經濟部,經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業)) 事業產生之廢木材（板、屑）(交通部)",固體再生燃料原料,1400,公噸/月
新竹市,O1749124,強富工程股份有限公司-榮新土石方資源堆置場,新竹市海埔段二七八、二七九、二八○、二八一、二八二、二八三地號,公告/附表,內政部(營造業),20240611,20290611,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地及道路工程級配料,3035,公噸/月
新竹市,O1749124,強富工程股份有限公司-榮新土石方資源堆置場,新竹市海埔段二七八、二七九、二八○、二八一、二八二、二八三地號,公告/附表,內政部(營造業),20240611,20290611,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地材料,3035,公噸/月
新竹市,O1749124,強富工程股份有限公司-榮新土石方資源堆置場,新竹市海埔段二七八、二七九、二八○、二八一、二八二、二八三地號,公告/附表,內政部(營造業),20240611,20290611,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",因分類作業所附帶產生之金屬屑、玻璃碎片、塑膠類、木屑,3035,公噸/月
新竹市,O1749124,強富工程股份有限公司-榮新土石方資源堆置場,新竹市海埔段二七八、二七九、二八○、二八一、二八二、二八三地號,公告/附表,內政部(營造業),20240611,20290611,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",骨材及建材原料,3035,公噸/月
新竹市,O1749124,強富工程股份有限公司-榮新土石方資源堆置場,新竹市海埔段二七八、二七九、二八○、二八一、二八二、二八三地號,公告/附表,內政部(營造業),20240611,20290611,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",混凝土添加材料,3035,公噸/月
新竹市,O1749124,強富工程股份有限公司-榮新土石方資源堆置場,新竹市海埔段二七八、二七九、二八○、二八一、二八二、二八三地號,公告/附表,內政部(營造業),20240611,20290611,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",磚瓦原料,3035,公噸/月
新竹市,O1749124,強富工程股份有限公司-榮新土石方資源堆置場,新竹市海埔段二七八、二七九、二八○、二八一、二八二、二八三地號,公告/附表,內政部(營造業),20240611,20290611,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",營建工程材料,3040,公噸/月
屏東縣,T46A3025,普淨洗衣有限公司,(913)屏東縣萬丹鄉廣安村西勢尾街二○○巷七○號,公告/附表,內政部(營造業),20230216,20280216,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,144,公噸/月
雲林縣,P5503067,世全建業有限公司－林內鄉世全營建剩餘土石方資源堆置處理場,(643)雲林縣林內鄉九芎村大埔路四之六○號,公告/附表,內政部(營造業),20221005,20271005,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地及道路工程級配料,10000,公噸/月
雲林縣,P5503067,世全建業有限公司－林內鄉世全營建剩餘土石方資源堆置處理場,(643)雲林縣林內鄉九芎村大埔路四之六○號,公告/附表,內政部(營造業),20221005,20271005,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地材料,10000,公噸/月
雲林縣,P5503067,世全建業有限公司－林內鄉世全營建剩餘土石方資源堆置處理場,(643)雲林縣林內鄉九芎村大埔路四之六○號,公告/附表,內政部(營造業),20221005,20271005,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",骨材及建材原料,10000,公噸/月
雲林縣,P5503067,世全建業有限公司－林內鄉世全營建剩餘土石方資源堆置處理場,(643)雲林縣林內鄉九芎村大埔路四之六○號,公告/附表,內政部(營造業),20221005,20271005,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",混凝土添加材料,10000,公噸/月
雲林縣,P5503067,世全建業有限公司－林內鄉世全營建剩餘土石方資源堆置處理場,(643)雲林縣林內鄉九芎村大埔路四之六○號,公告/附表,內政部(營造業),20221005,20271005,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",磚瓦原料,10000,公噸/月
雲林縣,P5503067,世全建業有限公司－林內鄉世全營建剩餘土石方資源堆置處理場,(643)雲林縣林內鄉九芎村大埔路四之六○號,公告/附表,內政部(營造業),20221005,20271005,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",營建工程材料,10000,公噸/月
桃園市,H46B4665,更安立股份有限公司二廠,(338)桃園市蘆竹區濱海路一段三八二巷七六弄八號,公告/附表,內政部(營造業),20251226,20301226,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(國科會逕依經濟部,經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,2000,公噸/月
桃園市,H46B4665,更安立股份有限公司二廠,(338)桃園市蘆竹區濱海路一段三八二巷七六弄八號,公告/附表,內政部(營造業),20251226,20301226,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(國科會逕依經濟部,經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料原料,2000,公噸/月
彰化縣,N2000879,正宇農產商行,(502)彰化縣芬園鄉楓坑村仁愛路一段三八二巷七一號,公告/附表,內政部(營造業),20230314,20280314,R-0701,廢木材,公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),燃料,3.5,公噸/月
彰化縣,N2000879,正宇農產商行,(502)彰化縣芬園鄉楓坑村仁愛路一段三八二巷七一號,公告/附表,內政部(營造業),20230314,20280314,R-0701,廢木材,事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業)),燃料,3.375,公噸/月
彰化縣,N2808035,高林國際企業有限公司,(523)彰化縣埤頭鄉大湖村彰水路二段三六三號,公告/附表,內政部(營造業),20230504,20280504,R-0201,廢塑膠,事業產生之廢塑膠。但依相關法規認定為有害事業廢棄物或醫療用廢塑膠（點滴輸注液容器、輸液導管、廢針筒、廢藥水桶）者，不適用之。(共通性),塑膠製品原料,150,公噸/月
彰化縣,N2808035,高林國際企業有限公司,(523)彰化縣埤頭鄉大湖村彰水路二段三六三號,公告/附表,內政部(營造業),20230504,20280504,R-0201,廢塑膠,事業產生之廢塑膠。但依相關法規認定為有害事業廢棄物或醫療用廢塑膠（點滴輸注液容器、輸液導管、廢針筒、廢藥水桶）者，不適用之。(共通性),塑膠粒原料,75,公噸/月
彰化縣,N2808035,高林國際企業有限公司,(523)彰化縣埤頭鄉大湖村彰水路二段三六三號,公告/附表,內政部(營造業),20230504,20280504,R-0301,廢橡膠,"公告可直接再利用；事業產生之廢橡膠。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",橡膠粉（粒）原料,150,公噸/月
彰化縣,N2808035,高林國際企業有限公司,(523)彰化縣埤頭鄉大湖村彰水路二段三六三號,公告/附表,內政部(營造業),20230504,20280504,R-0301,廢橡膠,事業產生之廢橡膠(內政部(營造業)),橡膠製品原料,150,公噸/月
雲林縣,P47A3137,保證責任雲林縣石廟雜糧生產合作社,(630)雲林縣斗南鎮西伯里西伯七七之二號,公告/附表,內政部(營造業),20220608,20270608,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,399,公噸/月
臺南市,D0001854,欣鴻環保有限公司,(724)臺南市七股區永吉一○○之三號,公告/附表,內政部(營造業),20230424,20280424,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地及道路工程級配料,12560,公噸/月
彰化縣,N15A3518,慶興起重工程有限公司,(507)彰化縣線西鄉溝內村彰濱東二路二二號,公告/附表,內政部(營造業),20251208,20301208,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料原料,1540,公噸/月
臺南市,D32A0739,群運環保股份有限公司濱海廠,(709)臺南市安南區城北里安明路四段九二、一○○號,公告/附表,內政部(營造業),20230711,20280711,R-0402,廢磚,"公告可直接再利用；事業產生廢陶、瓷、磚或瓦之屑、塊或粉。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",陶、瓷、磚、瓦原料或粉碎料,4000,公噸/月
臺南市,D32A0739,群運環保股份有限公司濱海廠,(709)臺南市安南區城北里安明路四段九二、一○○號,公告/附表,內政部(營造業),20230711,20280711,R-0403,廢陶瓷,"公告可直接再利用；事業產生廢陶、瓷、磚或瓦之屑、塊或粉。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",陶、瓷、磚、瓦原料或粉碎料,4000,公噸/月
臺南市,D32A0739,群運環保股份有限公司濱海廠,(709)臺南市安南區城北里安明路四段九二、一○○號,公告/附表,內政部(營造業),20230711,20280711,R-0406,廢瓦,"公告可直接再利用；事業產生廢陶、瓷、磚或瓦之屑、塊或粉。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",陶、瓷、磚、瓦原料或粉碎料,4000,公噸/月
臺南市,D32A0739,群運環保股份有限公司濱海廠,(709)臺南市安南區城北里安明路四段九二、一○○號,公告/附表,內政部(營造業),20230711,20280711,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地材料,16013,公噸/月
屏東縣,T46A3857,慧德豆包企業行,(913)屏東縣萬丹鄉上利路九三號,公告/附表,內政部(營造業),20230112,20280112,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,85,公噸/月
宜蘭縣,G3903167,勢鴻有限公司,(266)宜蘭縣三星鄉貴林村安平路三段八六號,公告/附表,內政部(營造業),20241015,20291015,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",骨材及建材原料,11000,公噸/月
宜蘭縣,G3903167,勢鴻有限公司,(266)宜蘭縣三星鄉貴林村安平路三段八六號,公告/附表,內政部(營造業),20241015,20291015,R-0701,廢木材,事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業)),有機質肥料原料,1000,公噸/月
屏東縣,T53A0189,禾昇橡膠工業有限公司,(923)屏東縣萬巒鄉泗溝村永全路二之七號,公告/附表,內政部(營造業),20231225,20281225,R-0301,廢橡膠,"公告可直接再利用；事業產生之廢橡膠。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",地磚原料,60,公噸/月
南投縣,M3601073,三順紙業有限公司竹山廠,(557)南投縣竹山鎮中和里前山路二段二一二號,公告/附表,內政部(營造業),20240123,20290123,R-0601,廢紙,事業產生之廢紙。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),漿紙原料,150,公噸/月
南投縣,M3601073,三順紙業有限公司竹山廠,(557)南投縣竹山鎮中和里前山路二段二一二號,公告/附表,內政部(營造業),20240123,20290123,R-0701,廢木材,"公告可直接再利用：事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(交通部逕依通傳會) 公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(交通部逕依經濟部,經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業),交通部逕依內政部(營造業)) 事業產生之廢木材（板、屑）(交通部)",燃料,250,公噸/月
屏東縣,T47A2696,力農環工有限公司,(908)屏東縣長治鄉繁昌村中山路一七○號,公告/附表,內政部(營造業),20230222,20280222,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,550,公噸/月
屏東縣,T47A2696,力農環工有限公司,(908)屏東縣長治鄉繁昌村中山路一七○號,公告/附表,內政部(營造業),20230222,20280222,R-0904,漿紙污泥,"公告可直接再利用；紙漿、紙及紙製品製造業在廢水處理設備產生之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",經熱處理後作為混凝土（地）磚原料,250,公噸/月
屏東縣,T47A2696,力農環工有限公司,(908)屏東縣長治鄉繁昌村中山路一七○號,公告/附表,內政部(營造業),20230222,20280222,R-0906,紡織污泥,紡織業與塑膠原料製造業及人造纖維製造業於人造纖維製程所產生廢水在廢水處理設備產生之污泥或生產製程產生之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),經熱處理後作為混凝土（地）磚原料（限紡織業污泥）,250,公噸/月
屏東縣,T5400974,有庭畜牧場,(912)屏東縣內埔鄉東勢村科大路三段二一號,公告/附表,內政部(營造業),20230620,20280620,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,190,公噸/月
屏東縣,T5400974,有庭畜牧場,(912)屏東縣內埔鄉東勢村科大路三段二一號,公告/附表,內政部(營造業),20230620,20280620,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,5,公噸/月
屏東縣,T5400974,有庭畜牧場,(912)屏東縣內埔鄉東勢村科大路三段二一號,公告/附表,內政部(營造業),20230620,20280620,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,25,公噸/月
屏東縣,T5400974,有庭畜牧場,(912)屏東縣內埔鄉東勢村科大路三段二一號,公告/附表,內政部(營造業),20230620,20280620,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,399,公噸/月
臺中市,L9303108,臺中市豐洲堤防公有土石方資源堆置處理場,(429)臺中市神岡區溪洲里堤南路四○○號,公告/附表,內政部(營造業),20230914,20280914,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地及道路工程級配料,57600,公噸/月
臺中市,L9303108,臺中市豐洲堤防公有土石方資源堆置處理場,(429)臺中市神岡區溪洲里堤南路四○○號,公告/附表,內政部(營造業),20230914,20280914,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地材料,57600,公噸/月
臺中市,L9303108,臺中市豐洲堤防公有土石方資源堆置處理場,(429)臺中市神岡區溪洲里堤南路四○○號,公告/附表,內政部(營造業),20230914,20280914,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",因分類作業所附帶產生之金屬屑、玻璃碎片、塑膠類、木屑,57600,公噸/月
臺中市,L9303108,臺中市豐洲堤防公有土石方資源堆置處理場,(429)臺中市神岡區溪洲里堤南路四○○號,公告/附表,內政部(營造業),20230914,20280914,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",骨材及建材原料,57600,公噸/月
臺中市,L9303108,臺中市豐洲堤防公有土石方資源堆置處理場,(429)臺中市神岡區溪洲里堤南路四○○號,公告/附表,內政部(營造業),20230914,20280914,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",混凝土添加材料,57600,公噸/月
臺中市,L9303108,臺中市豐洲堤防公有土石方資源堆置處理場,(429)臺中市神岡區溪洲里堤南路四○○號,公告/附表,內政部(營造業),20230914,20280914,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",磚瓦原料,57600,公噸/月
臺中市,L9303108,臺中市豐洲堤防公有土石方資源堆置處理場,(429)臺中市神岡區溪洲里堤南路四○○號,公告/附表,內政部(營造業),20230914,20280914,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",營建工程材料,57600,公噸/月
屏東縣,T47A0937,慈宏生物科技有限公司,(908)屏東縣長治鄉繁昌村中山路一五○之七號,公告/附表,內政部(營造業),20230721,20280721,R-0110,羽毛,家禽屠宰產生之羽毛。但由直轄市、縣(市)動物防疫主管機關或動物防疫人員依動物傳染病防治條例相關規定所為之命令、指導或指示處理者，不適用之。(農委會),飼料之原料,100,公噸/月
屏東縣,T47A0937,慈宏生物科技有限公司,(908)屏東縣長治鄉繁昌村中山路一五○之七號,公告/附表,內政部(營造業),20230721,20280721,R-0111,畜禽屠宰下腳料,畜禽屠宰業在屠宰過程產生之皮、肉、骨、內臟、血液或油脂。但由直轄市、縣(市)動物防疫主管機關或動物防疫人員依動物傳染病防治條例相關規定所為之命令、指導或指示處理者，不適用之。(農委會),飼料之原料,800,公噸/月
屏東縣,T47A0937,慈宏生物科技有限公司,(908)屏東縣長治鄉繁昌村中山路一五○之七號,公告/附表,內政部(營造業),20230721,20280721,R-0112,死廢畜禽,畜牧場、飼養戶、肉品批發市場或屠宰場所產生之死亡家畜或家禽，畜牧場、飼養戶母畜分娩後之胎衣。但由直轄市、縣(市)動物防疫主管機關或動物防疫人員依動物傳染病防治條例相關規定所為之命令、指導或指示處理者，不適用之。(農委會),飼料之原料,2500,公噸/月
屏東縣,T47A0937,慈宏生物科技有限公司,(908)屏東縣長治鄉繁昌村中山路一五○之七號,公告/附表,內政部(營造業),20230721,20280721,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料原料,800,公噸/月
屏東縣,T47A0937,慈宏生物科技有限公司,(908)屏東縣長治鄉繁昌村中山路一五○之七號,公告/附表,內政部(營造業),20230721,20280721,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,477.4,公噸/月
屏東縣,T46A0734,耕耘畜牧場,屏東縣萬丹鄉田厝段二○四五地號,公告/附表,內政部(營造業),20241007,20291007,R-0105,廢酒糟、酒粕、酒精醪,"酒精飲料製造業在酒類釀造配製製程產生之廢酒糟、酒粕或酒精醪。但依相關法規認定為有害事業廢棄物者，不適用之。(財政部) 公告可直接再利用；食品及飲料製造業在酒類釀造配製製程產生之廢酒糟、酒粕或酒精醪。但依相關法規認定為有害事業廢棄物者，不適用之。(財政部逕依經濟部,經濟部)",飼料,20,公噸/月
屏東縣,T46A0734,耕耘畜牧場,屏東縣萬丹鄉田厝段二○四五地號,公告/附表,內政部(營造業),20241007,20291007,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,200,公噸/月
